name,year,Price,kms_driven,fuel_type,transmission,owner
Mahindra Scorpio 1.99 S10 4WD,2008,450000,78000,Diesel,Manual,First Owner
Maruti Swift VDI BSIV,2017,525000,38000,Diesel,Manual,Second Owner
Maruti Wagon R VXI,2010,200000,35000,Petrol,Manual,First Owner
Maruti Swift Dzire LXI,2018,611000,9000,Petrol,Manual,First Owner
Hyundai Creta 1.6 CRDi Anniversary Edition,2016,819999,39000,Diesel,Manual,First Owner
Hyundai Creta 1.4 CRDi S,2016,825000,39000,Diesel,Manual,First Owner
Ford Ecosport 1.5 Diesel Titanium,2015,599000,92651,Diesel,Manual,First Owner
Maruti Swift LXi BSIV,2018,490000,28000,Petrol,Manual,First Owner
Tata Zest Revotron 1.2 XT,2020,500000,40000,Petrol,Manual,First Owner
Tata Zest Revotron 1.2 XT,2020,500000,40000,Petrol,Manual,First Owner
Mahindra XUV500 W10 2WD,2017,1100000,88754,Diesel,Manual,First Owner
Ford Aspire Titanium BSIV,2019,675000,7000,Petrol,Manual,First Owner
Mahindra XUV500 W9 2WD,2018,1350000,40000,Diesel,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2018,570000,20000,Petrol,Manual,First Owner
Hyundai Grand i10 1.2 CRDi Asta,2017,455000,50000,Diesel,Manual,First Owner
Hyundai EON Era Plus,2013,165000,45000,Petrol,Manual,Second Owner
Honda City i VTEC VX Option BL,2016,925000,22000,Petrol,Manual,First Owner
Tata Indigo CS eLX BS IV,2014,215000,100000,Diesel,Manual,Second Owner
Maruti Swift VXI Optional,2016,470000,23700,Petrol,Manual,First Owner
Maruti Swift VXI Deca,2016,470000,23700,Petrol,Manual,First Owner
Maruti Ciaz ZDi Plus SHVS,2017,650000,60000,Diesel,Manual,First Owner
Renault Captur 1.5 Diesel RXT,2017,900000,50000,Diesel,Manual,First Owner
Ford Fiesta 1.6 SXI ABS Duratec,2011,325000,53287,Petrol,Manual,First Owner
Ford Fiesta Classic 1.4 SXI Duratorq,2009,190000,100000,Diesel,Manual,Second Owner
Hyundai i20 Active 1.4 SX with AVN,2017,715000,60000,Diesel,Manual,First Owner
Tata Indigo CS eVX,2013,227999,60000,Diesel,Manual,Second Owner
Tata Bolt Quadrajet XE,2017,450000,50000,Diesel,Manual,First Owner
Chevrolet Beat Diesel LT,2015,200000,40000,Diesel,Manual,First Owner
Maruti Wagon R LXI CNG,2017,400000,110000,CNG,Manual,First Owner
Maruti Ertiga SHVS VDI,2016,725000,110000,Diesel,Manual,First Owner
Ford Figo Diesel Titanium,2014,300000,80000,Diesel,Manual,First Owner
Toyota Innova 2.5 GX (Diesel) 8 Seater,2016,1151000,69500,Diesel,Manual,Second Owner
Datsun GO T BSIV,2014,225000,33000,Petrol,Manual,First Owner
Hyundai i10 Magna 1.1L,2016,380000,80000,Petrol,Manual,First Owner
Hyundai Elite i20 Magna Plus BSIV,2019,630000,5000,Petrol,Manual,First Owner
Hyundai i10 Magna 1.2 iTech SE,2014,351000,25000,Petrol,Manual,First Owner
Skoda Fabia 1.2 TDI Active Plus,2012,199000,50000,Diesel,Manual,Second Owner
Tata Hexa XE,2017,850000,50000,Diesel,Manual,First Owner
Tata Indica Vista Terra Quadrajet 1.3L,2010,105000,120000,Diesel,Manual,Second Owner
Tata Manza Aura (ABS) Quadrajet,2010,300000,120000,Diesel,Manual,Third Owner
Toyota Innova 2.5 GX (Diesel) 7 Seater,2016,950000,80000,Diesel,Manual,First Owner
Mahindra TUV 300 T8,2015,430000,110000,Diesel,Manual,Second Owner
Ford Endeavour 3.2 Titanium AT 4X4,2016,2100000,80000,Diesel,Automatic,First Owner
Hyundai Grand i10 1.2 CRDi Sportz,2018,540000,30000,Diesel,Manual,First Owner
Hyundai Santro Xing GL LPG,2012,175000,60000,LPG,Manual,Second Owner
Hyundai Creta 1.6 CRDi AT SX Plus,2018,1150000,44000,Diesel,Automatic,First Owner
Maruti Alto 800 LXI,2020,350000,5000,Petrol,Manual,First Owner
Hyundai Elite i20 Petrol Asta Option,2019,690000,18000,Petrol,Manual,First Owner
Hyundai i20 Asta 1.4 CRDi,2015,535000,80000,Diesel,Manual,First Owner
Maruti Vitara Brezza ZDi Plus,2016,730000,100000,Diesel,Manual,First Owner
Hyundai EON Era Plus,2016,280000,19000,Petrol,Manual,First Owner
Maruti Swift AMT ZXI,2019,650000,33000,Petrol,Automatic,First Owner
Toyota Innova 2.5 GX 7 STR,2012,520000,162000,Diesel,Manual,Fourth & Above Owner
Hyundai Xcent 1.2 VTVT E,2020,360000,65000,Petrol,Manual,Second Owner
Maruti Swift Dzire Vdi BSIV,2011,250000,170000,Diesel,Manual,First Owner
Volkswagen Ameo 1.5 TDI Trendline,2017,575000,40000,Diesel,Manual,First Owner
Tata Indigo CS LS (TDI) BS III,2012,170000,120000,Diesel,Manual,Third Owner
Maruti Vitara Brezza LDi Option,2017,711000,53000,Diesel,Manual,First Owner
Maruti Wagon R VXI BSIII,2013,250000,90000,Petrol,Manual,First Owner
Maruti Swift Dzire VDI Optional,2017,675000,35000,Diesel,Manual,First Owner
Maruti Wagon R VXI BS IV,2016,325000,50000,Petrol,Manual,First Owner
Maruti Alto 800 LXI,2016,250000,20000,Petrol,Manual,First Owner
Maruti Swift AMT ZDI,2019,740000,38000,Diesel,Automatic,First Owner
Honda Amaze S i-VTEC,2019,690000,1303,Petrol,Manual,First Owner
Audi Q5 35TDI Premium Plus,2018,3975000,31800,Diesel,Automatic,First Owner
Lexus ES 300h,2019,5150000,20000,Petrol,Automatic,First Owner
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Automatic,First Owner
Jeep Wrangler 2016-2019 3.6 4X4,2017,4100000,17000,Petrol,Automatic,First Owner
Land Rover Discovery Sport TD4 SE,2019,4500000,21000,Diesel,Automatic,First Owner
BMW 5 Series 520d Sport Line,2018,3790000,29500,Diesel,Automatic,First Owner
Honda CR-V 2.4L 4WD AT AVN,2017,1750000,73000,Petrol,Automatic,First Owner
Skoda Superb LK 1.8 TSI AT,2018,1864999,50000,Petrol,Automatic,First Owner
Maruti Ciaz 1.3 Alpha,2017,800000,28050,Diesel,Manual,First Owner
Honda CR-V 2.4L 4WD AT AVN,2017,1825000,58000,Petrol,Automatic,First Owner
Tata Hexa XTA,2017,1295000,58000,Diesel,Automatic,First Owner
Renault Duster 85PS Diesel RxZ,2014,425000,69000,Diesel,Manual,First Owner
Mercedes-Benz GL-Class 350 CDI Luxury,2016,4090000,70000,Diesel,Automatic,First Owner
Hyundai Creta 1.6 SX Automatic Diesel,2015,910000,40000,Diesel,Automatic,First Owner
Toyota Corolla Altis 1.8 G CVT,2013,625000,39000,Petrol,Automatic,First Owner
Volvo XC40 D4 R-Design,2018,3400000,22000,Diesel,Automatic,First Owner
Maruti Ciaz ZDi,2015,535000,40000,Diesel,Manual,First Owner
Mahindra Bolero 2011-2019 SLX,2011,325000,142000,Diesel,Manual,First Owner
Maruti Swift VXI Deca,2016,500000,22947,Petrol,Manual,First Owner
Hyundai i10 Sportz,2013,300000,30000,Petrol,Manual,Second Owner
Hyundai EON D Lite Plus,2016,270000,7672,Petrol,Manual,First Owner
Maruti Alto LXi,2010,160000,36659,Petrol,Manual,First Owner
Maruti Omni E MPI STD BS IV,2016,210000,60000,Petrol,Manual,First Owner
Mahindra XUV500 W4,2014,850000,120000,Diesel,Manual,First Owner
Mahindra XUV500 W4,2014,880000,120000,Diesel,Manual,First Owner
Maruti Zen Estilo Sports,2010,150000,39000,Petrol,Manual,First Owner
Mahindra TUV 300 T8 AMT,2015,775000,45000,Diesel,Automatic,First Owner
Maruti Alto LXi,2009,160000,70000,Petrol,Manual,Third Owner
Ford Figo Diesel EXI,2012,220000,100000,Diesel,Manual,Second Owner
Hyundai i20 1.4 Asta Option,2017,670000,48000,Diesel,Manual,First Owner
Hyundai i20 1.4 Sportz,2018,780000,35000,Diesel,Manual,First Owner
Maruti Baleno Sigma 1.2,2017,515000,23000,Petrol,Manual,First Owner
Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,800000,14000,Diesel,Manual,First Owner
Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,800000,14000,Diesel,Manual,First Owner
Mahindra XUV500 W8 2WD,2014,850000,60000,Diesel,Manual,First Owner
Hyundai EON Era Plus,2013,200000,60000,Petrol,Manual,Second Owner
Skoda Fabia 1.4 TDI Ambiente,2008,140000,150000,Diesel,Manual,Third Owner
Hyundai Verna 1.6 VTVT AT SX,2016,800000,80000,Petrol,Automatic,Second Owner
Maruti Alto K10 2010-2014 VXI,2013,250000,35000,Petrol,Manual,First Owner
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2017,800000,44500,Diesel,Manual,First Owner
Maruti Ciaz ZDi Plus,2015,600000,60000,Diesel,Manual,Third Owner
Renault Fluence Diesel E4,2012,250000,120000,Diesel,Manual,Third Owner
Honda Amaze S i-DTEC,2016,500000,80000,Diesel,Manual,Second Owner
Maruti Gypsy King Soft Top MPI BSIV,2019,750000,9900,Petrol,Manual,First Owner
Maruti Swift ZDi,2014,650000,68000,Diesel,Manual,First Owner
Toyota Etios Liva G,2012,350000,40000,Petrol,Manual,Third Owner
Honda BRV i-DTEC V MT,2016,950000,60000,Diesel,Manual,First Owner
Chevrolet Tavera Neo 3 LS 10 Seats BSIII,2015,580000,110000,Diesel,Manual,Second Owner
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2019,640000,10000,Petrol,Manual,First Owner
Mahindra Scorpio VLX 2WD AT BSIII,2014,800000,80000,Diesel,Automatic,First Owner
Maruti A-Star Vxi,2011,347000,30000,Petrol,Manual,First Owner
Mahindra XUV500 W8 2WD,2014,1000000,120000,Diesel,Manual,Third Owner
Hyundai EON Sportz,2016,300000,35000,Petrol,Manual,First Owner
Tata Tigor 1.2 Revotron XZ,2017,493000,40000,Petrol,Manual,First Owner
Hyundai Grand i10 Magna,2014,370000,60000,Petrol,Manual,First Owner
Maruti Swift Dzire ZDi,2008,250000,90000,Diesel,Manual,Fourth & Above Owner
Datsun RediGO 1.0 T Option,2017,300000,20000,Petrol,Manual,First Owner
Renault KWID Climber 1.0 AMT,2017,450000,40000,Petrol,Automatic,First Owner
Ford Figo Diesel Titanium,2010,185000,124316,Diesel,Manual,Second Owner
Mahindra XUV300 W8 Option Dual Tone Diesel BSIV,2019,1225000,6544,Diesel,Manual,First Owner
Toyota Innova 2.5 GX (Diesel) 8 Seater,2015,1000000,50000,Diesel,Manual,First Owner
Hyundai i20 Magna 1.2,2016,600000,10000,Petrol,Manual,First Owner
Mahindra XUV500 W7 BSIV,2018,1100000,50000,Diesel,Manual,First Owner
Hyundai Grand i10 SportZ Edition,2015,360000,30000,Petrol,Manual,Second Owner
Maruti Swift Dzire VXi,2012,285000,69000,Petrol,Manual,First Owner
Mahindra KUV 100 mFALCON D75 K8,2016,350000,49600,Diesel,Manual,Second Owner
Hyundai i10 Era,2008,130000,30000,Petrol,Manual,Second Owner
Chevrolet Enjoy 1.3 TCDi LTZ 8,2016,500000,198000,Diesel,Manual,First Owner
Hyundai i20 Asta (o),2010,350000,80000,Petrol,Manual,First Owner
Maruti Baleno Delta Automatic,2019,685000,19000,Petrol,Automatic,First Owner
Maruti Eeco CNG 5 Seater AC BSIV,2020,399000,5000,CNG,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Magna BSIV,2017,525000,10000,Petrol,Manual,First Owner
Maruti Ertiga BSIV VXI,2017,765000,40000,Petrol,Manual,First Owner
Maruti Swift VDI,2012,450000,97000,Diesel,Manual,Third Owner
Tata Estate Std,1999,78000,80000,Diesel,Manual,Third Owner
Nissan Micra Active XV,2014,390000,30000,Petrol,Manual,First Owner
Maruti Ertiga SHVS ZDI Plus,2017,940000,120000,Diesel,Manual,First Owner
Renault Duster 110PS Diesel RxZ,2013,650000,120000,Diesel,Manual,Second Owner
Ford Figo Diesel Titanium,2012,320000,103994,Diesel,Manual,Fourth & Above Owner
Toyota Corolla AE,2003,145000,70000,Petrol,Manual,Second Owner
Ford Figo Aspire 1.5 TDCi Titanium,2017,670000,70000,Diesel,Manual,First Owner
Maruti SX4 ZDI Leather,2011,350000,115000,Diesel,Manual,Fourth & Above Owner
Tata Indica Vista Quadrajet VX,2012,285000,178000,Diesel,Manual,Second Owner
Maruti Zen Estilo LX BSIV,2011,300000,40000,Petrol,Manual,Third Owner
Ford Figo Diesel EXI,2011,300000,80000,Diesel,Manual,First Owner
Audi Q7 3.0 TDI Quattro,2009,810000,98000,Diesel,Automatic,Fourth & Above Owner
Tata Indica V2 DLS TC,2009,90000,118000,Diesel,Manual,Second Owner
Maruti Alto LX,2004,100000,100000,Petrol,Manual,Second Owner
Tata Indica V2 2001-2011 DLS BSIII,2009,90000,120000,Diesel,Manual,Second Owner
Mahindra Scorpio Gateway 2WD,2013,459999,120000,Diesel,Manual,Second Owner
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009,525000,217000,Diesel,Manual,Fourth & Above Owner
Maruti Wagon R AX BSIV,2011,250000,65000,Petrol,Manual,Second Owner
Hyundai i10 Asta,2012,300000,41000,Petrol,Manual,Second Owner
Maruti Swift ZXI ABS,2005,130000,120000,Petrol,Manual,Second Owner
Maruti Alto K10 LXI,2011,199000,70000,Petrol,Manual,Third Owner
Renault Duster 85PS Diesel RxL Optional,2012,545000,90000,Diesel,Manual,Second Owner
Maruti Ertiga ZDI,2014,570000,80000,Diesel,Manual,Second Owner
Honda City 2017-2020 VTEC,2006,150000,120000,Petrol,Manual,Second Owner
Maruti Alto STD,2009,114999,100000,Petrol,Manual,First Owner
Tata Tigor 1.2 Revotron XT,2018,450000,35000,Petrol,Manual,First Owner
Renault Triber RXT BSIV,2019,600000,5000,Petrol,Manual,First Owner
Maruti Vitara Brezza VDi Option,2016,610000,110000,Diesel,Manual,First Owner
Hyundai i20 1.2 Asta Option,2017,690000,20000,Petrol,Manual,First Owner
Tata Nexon 1.2 Revotron XZ Plus,2018,790000,15000,Petrol,Manual,First Owner
Maruti Alto K10 2010-2014 VXI,2014,254999,40000,Petrol,Manual,Second Owner
Honda Jazz 1.2 V i VTEC,2016,500000,41000,Petrol,Manual,First Owner
Mahindra Bolero SLX,2011,340000,100000,Diesel,Manual,Second Owner
Mahindra Bolero SLX,2007,245000,110000,Diesel,Manual,Third Owner
Ford Fiesta Classic 1.4 Duratorq CLXI,2012,340000,120000,Diesel,Manual,Third Owner
Maruti Wagon R LXI,2008,221000,35008,Petrol,Manual,First Owner
Datsun RediGO T,2017,270000,31100,Petrol,Manual,First Owner
Hyundai Xcent 1.1 CRDi Base,2014,455000,42312,Diesel,Manual,First Owner
Toyota Etios G Safety,2011,300000,72000,Petrol,Manual,First Owner
Toyota Etios Liva 1.4 GD,2014,480000,54891,Diesel,Manual,First Owner
Hyundai Verna CRDi 1.6 AT SX Plus,2018,1000000,30000,Diesel,Automatic,First Owner
BMW 3 Series 320d Luxury Line Plus,2017,2600000,44000,Diesel,Automatic,First Owner
Toyota Innova Crysta 2.8 ZX AT BSIV,2017,1850000,18890,Diesel,Automatic,First Owner
Renault Koleos 2.0 Diesel,2013,1000000,75010,Diesel,Automatic,First Owner
Renault Pulse RxZ Optional,2012,245000,100000,Diesel,Manual,First Owner
Hyundai Grand i10 Magna AT,2019,625000,4337,Petrol,Automatic,First Owner
Volkswagen Polo 2015-2019 1.0 MPI Trendline,2018,560000,14495,Petrol,Manual,First Owner
Mahindra XUV500 W9 BSIV,2018,1475000,24000,Diesel,Manual,First Owner
Toyota Corolla Altis Diesel D4DG,2010,425000,83585,Diesel,Manual,First Owner
Volkswagen Polo GT TSI,2014,550000,31000,Petrol,Automatic,Second Owner
Toyota Innova Crysta 2.4 GX MT BSIV,2016,1475000,100000,Diesel,Manual,First Owner
Renault Duster 85PS Diesel RxL,2017,750000,48406,Diesel,Manual,First Owner
Hyundai i20 Era 1.4 CRDi,2016,570000,56239,Diesel,Manual,First Owner
Maruti Baleno Delta 1.2,2015,585000,33243,Petrol,Manual,First Owner
Honda Jazz 1.2 S AT i VTEC,2016,600000,26000,Petrol,Automatic,First Owner
Toyota Etios GD,2012,415000,90000,Diesel,Manual,First Owner
Hyundai i20 Active 1.2 SX with AVN,2016,530000,120000,Petrol,Manual,Second Owner
Hyundai i20 Asta Option 1.2,2016,540000,38000,Petrol,Manual,First Owner
Hyundai EON Era Plus,2013,180000,60000,Petrol,Manual,First Owner
Maruti Swift Dzire VXI,2014,450000,30000,Petrol,Manual,First Owner
Chevrolet Beat LT,2015,200000,50000,Petrol,Manual,First Owner
Tata Tiago 1.2 Revotron XZ,2017,425000,42000,Petrol,Manual,First Owner
Chevrolet Sail 1.2 LS ABS,2016,400000,30000,Petrol,Manual,First Owner
Ford Ikon 1.3 Flair,2005,150000,15858,Petrol,Manual,First Owner
Maruti Alto 800 LXI,2017,310000,15000,Petrol,Manual,First Owner
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2014,500000,50000,Diesel,Manual,First Owner
Chevrolet Beat Diesel,2013,200000,60000,Diesel,Manual,Second Owner
Renault Lodgy 85PS RxE 7 Seater,2018,900000,35000,Diesel,Manual,First Owner
Ambassador CLASSIC 1500 DSL AC,2000,75000,90000,Diesel,Manual,Second Owner
Maruti Swift LXI Optional-O,2015,400000,50000,Petrol,Manual,First Owner
Honda Mobilio RS i DTEC,2015,650000,110000,Diesel,Manual,First Owner
Maruti Swift VDI,2015,480000,87847,Diesel,Manual,First Owner
Maruti Alto LXi,2009,140000,35000,Petrol,Manual,First Owner
Maruti Swift VXI 2018,2018,550000,5000,Petrol,Manual,First Owner
Maruti Wagon R AMT VXI,2017,380000,29000,Petrol,Automatic,First Owner
Tata Indigo CS LS (TDI) BS-III,2016,440000,20000,Diesel,Manual,First Owner
Maruti Swift Dzire VXI 1.2,2018,630000,15000,Petrol,Manual,First Owner
Renault KWID RXL,2017,250000,40000,Petrol,Manual,First Owner
Maruti Alto LX,2009,120000,17000,Petrol,Manual,First Owner
Tata Manza Aura Quadrajet BS IV,2012,287000,120000,Diesel,Manual,First Owner
Maruti Baleno Delta 1.2,2016,550000,45000,Petrol,Manual,First Owner
Mahindra Scorpio 1.99 S10 4WD,2016,950000,60000,Diesel,Manual,Third Owner
Tata Harrier XZ Dark Edition BSIV,2019,1630000,25000,Diesel,Manual,First Owner
Ford Fiesta 1.5 TDCi Trend,2015,501000,80000,Diesel,Manual,Second Owner
Mahindra Bolero 2011-2019 ZLX BSIII,2014,550000,70000,Diesel,Manual,First Owner
Maruti Alto 800 LXI,2016,300000,25000,Petrol,Manual,First Owner
Maruti Wagon R VXI BS IV,2015,300000,50000,Petrol,Manual,Third Owner
Toyota Etios Liva GD,2012,280000,100000,Diesel,Manual,Second Owner
Ford Figo 1.5P Titanium AT,2015,416000,40000,Petrol,Automatic,First Owner
Maruti Omni E MPI STD BS IV,2018,260000,30000,Petrol,Manual,First Owner
Chevrolet Sail 1.2 LS ABS,2016,550000,15000,Petrol,Manual,First Owner
Mahindra XUV500 W8 2WD,2012,700000,100000,Diesel,Manual,Second Owner
Tata Indigo CS eGLX BS IV,2011,181000,70000,Petrol,Manual,First Owner
Mahindra Scorpio VLS AT 2.2 mHAWK,2009,365000,110000,Diesel,Automatic,Second Owner
Hyundai Santro Xing XO eRLX Euro II,2006,150000,9558,Petrol,Manual,First Owner
Maruti Alto K10 VXI AGS Optional,2017,400000,10000,Petrol,Automatic,First Owner
Hyundai i10 Sportz,2010,210000,110000,Petrol,Manual,First Owner
Hyundai Verna 1.6 SX,2013,500000,87000,Diesel,Manual,Second Owner
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Automatic,First Owner
Lexus ES 300h,2019,5150000,20000,Petrol,Automatic,First Owner
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Automatic,First Owner
Tata Safari Storme EX,2015,503000,110000,Diesel,Manual,First Owner
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Automatic,First Owner
Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Automatic,First Owner
Maruti Wagon R LXI,2013,225000,58343,Petrol,Manual,First Owner
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Manual,First Owner
Honda Jazz VX,2016,550000,56494,Petrol,Manual,First Owner
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Manual,Second Owner
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Automatic,First Owner
Toyota Etios VX,2017,625000,25538,Petrol,Manual,First Owner
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Automatic,First Owner
Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Manual,First Owner
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Automatic,First Owner
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Automatic,First Owner
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Automatic,First Owner
Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Automatic,First Owner
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Automatic,First Owner
Maruti Baleno Alpha 1.3,2017,735000,70000,Diesel,Manual,First Owner
Tata Zest Revotron 1.2 XT,2017,550000,120000,Petrol,Manual,First Owner
Maruti Ertiga ZDI,2013,509999,148000,Diesel,Manual,First Owner
Hyundai i20 Asta 1.4 CRDi,2013,459999,60000,Diesel,Manual,Second Owner
Maruti Alto 800 LXI,2015,310000,18000,Petrol,Manual,First Owner
Tata Zest Quadrajet 1.3 75PS XMS,2018,775000,80000,Diesel,Manual,First Owner
Maruti Alto LXI,2004,105000,96000,Petrol,Manual,Third Owner
Honda Amaze S i-Dtech,2015,430000,97000,Diesel,Manual,Second Owner
Hyundai i20 Sportz 1.4 CRDi,2013,360000,210000,Diesel,Manual,Third Owner
Volkswagen Vento Diesel Breeze,2012,400000,60000,Diesel,Manual,Third Owner
Maruti Swift Dzire ZDI,2014,600000,90000,Diesel,Manual,First Owner
Honda WR-V i-VTEC VX,2019,580000,35000,Petrol,Manual,First Owner
Mahindra Verito 1.5 D2 BSIV,2012,140000,120000,Diesel,Manual,Second Owner
Tata Indigo TDI,2008,210000,100000,Diesel,Manual,First Owner
Hyundai Grand i10 Asta Option,2017,550000,20000,Petrol,Manual,First Owner
Chevrolet Sail Hatchback Petrol LS ABS,2013,120000,110000,Petrol,Manual,Second Owner
Toyota Innova 2.5 GX (Diesel) 7 Seater,2013,400000,35000,Diesel,Manual,First Owner
Honda WR-V i-DTEC VX,2018,1035000,15000,Diesel,Manual,First Owner
Maruti Ciaz VDi Plus,2015,625000,90000,Diesel,Manual,First Owner
Hyundai i10 Magna,2008,200000,40000,Petrol,Manual,First Owner
Tata Manza Club Class Quadrajet90 EX,2013,316000,140000,Diesel,Manual,First Owner
Maruti Vitara Brezza ZDi,2017,813000,110000,Diesel,Manual,First Owner
Toyota Innova Crysta 2.8 GX AT BSIV,2016,1575000,55000,Diesel,Automatic,First Owner
Toyota Innova 2.5 VX (Diesel) 8 Seater,2013,900000,73000,Diesel,Manual,First Owner
Maruti Ertiga VDI,2015,650000,100000,Diesel,Manual,First Owner
Ford Figo Aspire 1.5 TDCi Trend,2015,459999,32000,Diesel,Manual,Second Owner
Nissan Sunny Diesel XV,2012,290000,112072,Diesel,Manual,First Owner
Ford Figo Diesel EXI,2014,400000,30000,Diesel,Manual,First Owner
Maruti Swift VDI BSIV,2016,565000,70000,Diesel,Manual,Second Owner
Volkswagen Multivan TDI,2011,2150000,50000,Diesel,Manual,Second Owner
Chevrolet Spark 1.0 LS,2009,150000,80000,Petrol,Manual,Second Owner
BMW 3 Series 320d Sedan,2007,480000,110000,Diesel,Automatic,Fourth & Above Owner
Maruti Zen Estilo 1.1 LX BSIII,2007,70000,80000,Petrol,Manual,Second Owner
Maruti Zen Estilo 1.1 LX BSIII,2007,70000,80000,Petrol,Manual,Second Owner
Mercedes-Benz E-Class E 250 Elegance,2011,1190000,80000,Petrol,Automatic,Second Owner
Hyundai Santro GLS I - Euro II,2006,140000,100000,Petrol,Manual,Second Owner
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,900000,19000,Diesel,Manual,First Owner
Hyundai i20 Sportz Option 1.4 CRDi,2015,600000,40000,Diesel,Manual,First Owner
Mahindra Scorpio S10 7 Seater,2015,1100000,52269,Diesel,Manual,First Owner
Maruti Omni LPG CARGO BSIII W IMMOBILISER,2010,120000,170000,LPG,Manual,Second Owner
Maruti Omni E 8 Str STD,2009,120000,140000,Petrol,Manual,First Owner
Maruti Omni E 8 Str STD,2010,120000,170000,Petrol,Manual,Second Owner
Hyundai i20 Magna,2009,229999,60000,Petrol,Manual,Third Owner
Honda Amaze i-VTEC Privilege Edition,2017,570000,15780,Petrol,Manual,First Owner
Hyundai Verna 1.6 SX,2014,575000,106000,Diesel,Manual,First Owner
Volkswagen Vento Diesel Highline,2012,280000,80000,Diesel,Manual,Third Owner
Hyundai i20 Active 1.4 SX Dual Tone,2015,580000,74000,Diesel,Manual,Second Owner
Maruti Ertiga VDI,2018,875000,35000,Diesel,Manual,Second Owner
Hyundai Verna 1.6 SX CRDi (O),2013,500000,70000,Diesel,Manual,Third Owner
Maruti Ciaz ZDi,2015,700000,60000,Diesel,Manual,First Owner
Ford Figo 1.2P Titanium MT,2016,388000,50000,Petrol,Manual,Second Owner
Hyundai i10 Sportz,2011,225000,80000,Petrol,Manual,Second Owner
Tata Indigo CS eGLX BS IV,2011,90000,90000,Petrol,Manual,Second Owner
Renault Duster 110PS Diesel RxZ,2014,600000,114000,Diesel,Manual,First Owner
Hyundai i20 Magna,2009,235000,100000,Petrol,Manual,First Owner
Hyundai i20 1.4 CRDi Asta,2011,350000,100000,Diesel,Manual,Second Owner
Hyundai i10 Sportz,2011,235000,80000,Petrol,Manual,Second Owner
Maruti Alto LXi,2010,190000,35000,Petrol,Manual,First Owner
Tata Manza Aura (ABS) Quadrajet BS IV,2011,325000,79000,Diesel,Manual,First Owner
Hyundai i20 Asta 1.2,2007,550000,2360457,Petrol,Manual,Second Owner
Volkswagen Vento Diesel Highline,2011,300000,120000,Diesel,Manual,Third Owner
Tata Tigor 1.2 Revotron XT,2017,550000,10000,Petrol,Manual,First Owner
Mahindra XUV500 W8 AWD,2013,720000,150000,Diesel,Manual,Second Owner
Nissan Micra XE,2011,110000,110000,Petrol,Manual,First Owner
Maruti Alto 800 VXI,2018,310000,10000,Petrol,Manual,First Owner
Maruti Wagon R LXI LPG BSIV,2010,150000,70000,LPG,Manual,Second Owner
Tata Indica Vista TDI LX,2012,260000,46000,Diesel,Manual,First Owner
Hyundai Accent GLS,2002,55000,120000,Petrol,Manual,Fourth & Above Owner
Maruti Swift VDI,2013,450000,108800,Diesel,Manual,Third Owner
Hyundai i10 Sportz Option,2009,199000,70000,Petrol,Manual,Second Owner
Mahindra Scorpio S3 9 Seater BSIV,2018,1000000,35000,Diesel,Manual,First Owner
Ford Figo Diesel EXI,2011,240000,72000,Diesel,Manual,First Owner
Renault KWID RXL,2018,350000,40000,Petrol,Manual,First Owner
Mahindra Bolero 2011-2019 ZLX BSIII,2014,530000,120000,Diesel,Manual,Third Owner
Chevrolet Spark 1.0 LS,2011,150000,35000,Petrol,Manual,First Owner
Hyundai Elite i20 Magna Plus BSIV,2019,625000,12500,Petrol,Manual,First Owner
Hyundai Grand i10 Magna,2014,378000,80000,Petrol,Manual,First Owner
Renault KWID RXT,2015,210000,210000,Petrol,Manual,Second Owner
Maruti Swift Dzire VDI,2018,700000,100000,Diesel,Manual,Second Owner
Hyundai Santro Xing GL Plus,2011,156000,110000,Petrol,Manual,Second Owner
