,name,year,Price,kms_driven,fuel_type,transmission,owner
4933,Maruti Ertiga ZDI,2013,600000,50000,Diesel,Manual,Second Owner
4934,Maruti Eeco 5,2016,330000,60000,Petrol,Manual,First Owner
4935,Hyundai i20 Sportz,2014,400000,147000,Petrol,Manual,Second Owner
4936,Tata Indica V2,2004,100000,40000,Diesel,Manual,Second Owner
4937,Maruti Swift Dzire,2014,450000,100000,Petrol,Manual,Third Owner
4938,Maruti Ertiga SHVS,2017,800000,55000,Diesel,Manual,First Owner
4939,Maruti Celerio ZDi,2015,340000,40000,Diesel,Manual,Second Owner
4940,Maruti Ritz VDi,2010,225000,64000,Diesel,Manual,Third Owner
4941,Maruti Zen LXI,2002,55000,100000,Petrol,Manual,Second Owner
4942,Maruti Ertiga SHVS,2016,900000,50000,Diesel,Manual,First Owner
4943,Volvo S60 D4,2014,2500000,30000,Diesel,Automatic,First Owner
4944,Maruti Wagon R,2018,465000,30000,Petrol,Manual,First Owner
4945,Maruti Zen LXI,2004,70000,150000,Petrol,Manual,First Owner
4946,Tata Zest Revotron,2016,400000,24177,Petrol,Manual,First Owner
4947,Tata Indigo LX,2012,185000,80000,Diesel,Manual,First Owner
4948,Maruti Wagon R,2006,140000,150000,Petrol,Manual,Second Owner
4949,Renault Lodgy 85PS,2015,415000,120000,Diesel,Manual,Second Owner
4950,Mahindra Scorpio VLX,2012,532000,121779,Diesel,Manual,First Owner
4951,Maruti Baleno Delta,2017,600000,56000,Diesel,Manual,First Owner
4952,Maruti SX4 Vxi,2008,150000,100000,Petrol,Manual,Fourth & Above Owner
4953,Maruti Swift LXI,2018,459999,12000,Petrol,Manual,First Owner
4954,Maruti Vitara Brezza,2017,800000,15381,Diesel,Manual,First Owner
4955,Mahindra Bolero SLX,2011,310000,5000,Diesel,Manual,First Owner
4956,Nissan Terrano XV,2014,475000,40000,Diesel,Manual,First Owner
4957,Maruti Wagon R,2016,310000,35000,CNG,Manual,Second Owner
4958,Maruti Alto K10,2018,350000,10000,Petrol,Manual,First Owner
4959,Mahindra XUV500 W10,2019,1800000,10000,Diesel,Manual,First Owner
4960,Maruti Swift AMT,2018,640000,25000,Petrol,Automatic,First Owner
4961,Maruti Wagon R,2017,350000,50000,Petrol,Automatic,First Owner
4962,Tata Nexon 1.2,2018,600000,30000,Petrol,Manual,First Owner
4963,Hyundai Verna 1.6,2015,575000,23000,Diesel,Manual,First Owner
4964,Mahindra Thar CRDe,2019,974000,15000,Diesel,Manual,First Owner
4965,Maruti Wagon R,2018,445000,5000,Petrol,Automatic,Second Owner
4966,Maruti Ertiga VDI,2015,580000,15000,Diesel,Manual,Second Owner
4967,Hyundai Creta 1.4,2020,1050000,20000,Diesel,Manual,First Owner
4968,Ford EcoSport 1.5,2015,600000,50000,Diesel,Manual,First Owner
4969,Ford Figo 1.2P,2017,370000,40000,Petrol,Manual,Second Owner
4970,Maruti Zen Estilo,2007,150000,70000,Petrol,Manual,Third Owner
4971,Maruti Celerio ZXI,2017,483000,15000,Petrol,Manual,First Owner
4972,Hyundai Grand i10,2016,470000,10000,Petrol,Manual,First Owner
4973,Maruti Vitara Brezza,2018,950000,25000,Diesel,Manual,First Owner
4974,Hyundai Verna 1.6,2013,450000,50000,Petrol,Manual,Third Owner
4975,Toyota Etios VX,2011,345000,70000,Petrol,Manual,First Owner
4976,Maruti Ignis Zeta,2020,600000,5000,Petrol,Automatic,First Owner
4977,Maruti A-Star Vxi,2009,300000,60000,Petrol,Manual,First Owner
4978,Maruti Zen Estilo,2007,160000,74800,Petrol,Manual,Second Owner
4979,Maruti 800 AC,2004,120000,80000,Petrol,Manual,Second Owner
4980,Maruti Eeco CNG,2012,220000,270000,CNG,Manual,First Owner
4981,Hyundai EON 1.0,2018,340000,120000,Petrol,Manual,First Owner
4982,Honda City 2017-2020,2007,138000,120000,Petrol,Manual,Second Owner
4983,Toyota Qualis FS,2000,100000,250000,Diesel,Manual,Fourth & Above Owner
4984,Maruti Swift Dzire,2010,231000,80000,Petrol,Manual,Third Owner
4985,Mahindra XUV500 W8,2013,800000,120000,Diesel,Manual,Second Owner
4986,Mahindra XUV300 W8,2019,960000,20000,Petrol,Manual,First Owner
4987,Maruti Wagon R,2009,120000,70000,Petrol,Manual,Second Owner
4988,Maruti Wagon R,2012,270000,40000,Petrol,Manual,First Owner
4989,Maruti Ritz LXI,2011,200000,100000,Petrol,Manual,Second Owner
4990,Maruti Swift VXI,2012,328000,123000,Petrol,Manual,First Owner
4991,Hyundai Verna 1.6,2012,432000,77000,Diesel,Manual,First Owner
4992,Volkswagen Polo 1.0,2019,565000,7000,Petrol,Manual,First Owner
4993,Maruti Eeco 5,2017,390000,70000,Petrol,Manual,First Owner
4994,Ford Figo 1.5D,2017,600000,30000,Diesel,Manual,First Owner
4995,Hyundai i20 1.4,2011,250000,120000,Diesel,Manual,Third Owner
4996,Chevrolet Spark 1.0,2011,165000,70000,Petrol,Manual,First Owner
4997,Honda City 1.5,2011,421000,105000,Petrol,Manual,First Owner
4998,Hyundai Accent Executive,2012,225000,109322,Petrol,Manual,Second Owner
4999,Nissan Sunny Diesel,2013,350000,120000,Diesel,Manual,First Owner
5000,Jeep Compass 2.0,2018,1757000,24000,Diesel,Manual,First Owner
5001,Maruti Baleno Zeta,2015,600000,70000,Diesel,Manual,Second Owner
5002,Tata Tiago NRG,2018,515000,35000,Petrol,Manual,First Owner
5003,Maruti 800 AC,1999,80000,80000,Petrol,Manual,Third Owner
5004,Maruti SX4 S,2017,800000,70000,Diesel,Manual,Second Owner
5005,Mahindra Scorpio 2.6,2004,120000,100000,Diesel,Manual,Fourth & Above Owner
5006,Jaguar XE 2016-2019,2017,2711000,9000,Diesel,Automatic,First Owner
5007,Lexus ES 300h,2019,5150000,20000,Petrol,Automatic,First Owner
5008,Jaguar XF 2.0,2017,3200000,45000,Diesel,Automatic,First Owner
5009,Tata Safari Storme,2015,503000,110000,Diesel,Manual,First Owner
5010,Volvo XC40 D4,2019,3800000,20000,Diesel,Automatic,First Owner
5011,Toyota Camry 2.5,2016,2000000,68089,Petrol,Automatic,First Owner
5012,Maruti Wagon R,2013,225000,58343,Petrol,Manual,First Owner
5013,Maruti Baleno Alpha,2018,740000,38817,Diesel,Manual,First Owner
5014,Honda Jazz VX,2016,550000,56494,Petrol,Manual,First Owner
5015,Toyota Innova 2.5,2013,750000,79328,Diesel,Manual,Second Owner
5016,Maruti Swift AMT,2019,650000,5621,Petrol,Automatic,First Owner
5017,Toyota Etios VX,2017,625000,25538,Petrol,Manual,First Owner
5018,Maruti Swift AMT,2018,600000,69779,Petrol,Automatic,First Owner
5019,Hyundai Grand i10,2017,450000,56290,Diesel,Manual,First Owner
5020,BMW X4 M,2019,5400000,7500,Diesel,Automatic,First Owner
5021,BMW X4 M,2019,5500000,8500,Diesel,Automatic,First Owner
5022,Honda Amaze V,2019,779000,7032,Petrol,Automatic,First Owner
5023,Skoda Rapid 1.6,2016,645000,11000,Petrol,Automatic,First Owner
5024,Volvo V40 D3,2018,2475000,2000,Diesel,Automatic,First Owner
5025,Maruti Wagon R,2017,475000,40000,Petrol,Manual,First Owner
5026,Maruti Wagon R,2015,400000,20000,Petrol,Automatic,First Owner
5027,Hyundai Santro Xing,2004,80000,90000,Petrol,Automatic,Second Owner
5028,Fiat Grande Punto,2011,300000,60000,Diesel,Manual,First Owner
5029,Mahindra Scorpio M2DI,2011,400000,475000,Diesel,Manual,Third Owner
5030,Maruti Wagon R,2009,235000,70000,Petrol,Manual,Second Owner
5031,Maruti Wagon R,2015,350000,40000,Petrol,Manual,Second Owner
5032,Maruti Swift Dzire,2017,625000,34000,Diesel,Manual,Second Owner
5033,Mahindra XUV500 W6,2014,525000,120000,Diesel,Manual,First Owner
5034,Tata Tigor 1.2,2018,550000,10000,Petrol,Manual,First Owner
5035,Mahindra Bolero 2011-2019,2015,550000,80000,Diesel,Manual,Second Owner
5036,Honda City 2017-2020,2006,200000,100000,Petrol,Manual,Second Owner
5037,Mahindra Xylo D2,2011,350000,120000,Diesel,Manual,First Owner
5038,Honda City 2017-2020,2006,220000,100000,Petrol,Manual,Second Owner
5039,Hyundai Grand i10,2016,412000,25000,Petrol,Manual,First Owner
5040,Maruti Wagon R,2009,126000,52000,Petrol,Manual,Second Owner
5041,Maruti Swift Dzire,2013,430000,63000,Diesel,Manual,First Owner
5042,Maruti A-Star Vxi,2009,130000,90000,Petrol,Manual,Second Owner
5043,Tata Tiago 1.2,2017,350000,60000,Petrol,Manual,First Owner
5044,Maruti Alto LX,2011,220000,35000,Petrol,Manual,First Owner
5045,Mahindra Bolero DI,2011,380000,80000,Diesel,Manual,First Owner
5046,Ford Figo Diesel,2010,200000,110000,Diesel,Manual,Second Owner
5047,Toyota Fortuner 4x4,2015,2000000,20000,Diesel,Manual,First Owner
5048,Ford EcoSport 1.5,2015,610000,90000,Diesel,Manual,First Owner
5049,BMW X1 sDrive20i,2016,2500000,30000,Petrol,Automatic,Second Owner
5050,Maruti Swift Dzire,2017,620000,61000,Diesel,Manual,First Owner
5051,Maruti Omni Limited,2013,150000,66000,Petrol,Manual,First Owner
5052,Datsun GO Plus,2018,450000,80000,Petrol,Manual,First Owner
5053,Hyundai Creta 1.6,2017,1150000,27000,Diesel,Manual,Second Owner
5054,Mahindra KUV 100,2018,500000,60000,Petrol,Manual,First Owner
5055,Maruti Wagon R,2011,246000,139000,Petrol,Manual,First Owner
5056,Maruti Eeco CNG,2017,400000,60000,CNG,Manual,First Owner
5057,Maruti 800 AC,2008,65000,10000,Petrol,Manual,Second Owner
5058,Ford Ecosport 1.5,2016,725000,30000,Diesel,Manual,First Owner
5059,Hyundai Verna 1.6,2014,736000,125000,Diesel,Automatic,First Owner
5060,Maruti Swift Dzire,2018,700000,45000,Diesel,Manual,First Owner
5061,Chevrolet Spark 1.0,2011,150000,30000,Petrol,Manual,First Owner
5062,Maruti Alto LXi,2010,180000,80500,Petrol,Manual,Second Owner
5063,Toyota Etios Liva,2014,409999,200000,Diesel,Manual,First Owner
5064,Mahindra Bolero 2011-2019,2013,550000,60000,Diesel,Manual,First Owner
5065,Maruti 800 AC,2004,50000,18000,Petrol,Manual,Second Owner
5066,Maruti Zen D,2006,80000,110000,Diesel,Manual,Second Owner
5067,Maruti Alto LX,2005,110000,90000,Petrol,Manual,Second Owner
5068,Honda City 2017-2020,2006,180000,120000,Petrol,Manual,Second Owner
5069,Maruti Swift Dzire,2017,605000,127000,Diesel,Manual,First Owner
5070,Maruti Ertiga SHVS,2017,800000,70000,Diesel,Manual,First Owner
5071,Hyundai i20 1.4,2011,350000,116500,Diesel,Manual,First Owner
5072,Hyundai i20 Sportz,2012,300000,120000,Petrol,Manual,First Owner
5073,Hyundai Verna Xi,2008,160000,100000,Petrol,Manual,Fourth & Above Owner
5074,Ford Figo Diesel,2011,225000,90000,Diesel,Manual,Second Owner
5075,Audi Q7 3.0,2009,1025000,120000,Diesel,Automatic,Third Owner
5076,Tata Hexa XTA,2017,1300000,40000,Diesel,Automatic,First Owner
5077,Volkswagen Ameo 1.5,2018,560000,18000,Diesel,Manual,First Owner
5078,Maruti Vitara Brezza,2017,650000,70000,Diesel,Manual,First Owner
5079,Mahindra XUV500 W7,2018,1150000,29000,Diesel,Manual,First Owner
5080,Maruti Baleno Delta,2016,480000,65755,Petrol,Manual,First Owner
5081,Ford EcoSport 1.5,2019,960000,2600,Diesel,Manual,First Owner
5082,Mahindra XUV500 AT,2017,1050000,46000,Diesel,Automatic,First Owner
5083,Hyundai EON Era,2017,310000,15000,Petrol,Manual,Second Owner
5084,Maruti Swift Dzire,2014,500000,60000,Diesel,Manual,First Owner
5085,Maruti Alto K10,2017,350000,15500,Petrol,Automatic,First Owner
5086,Honda Amaze S,2015,365000,120000,Diesel,Manual,First Owner
5087,Mitsubishi Lancer 2.0,2008,165000,120000,Diesel,Manual,Third Owner
5088,Tata Spacio Gold-10/6,2007,100000,120000,Diesel,Manual,Third Owner
5089,Mahindra Bolero SLX,2007,240000,80000,Diesel,Manual,Second Owner
5090,Mahindra Marazzo M2,2019,925000,40000,Diesel,Manual,First Owner
5091,Ford Figo Aspire,2018,590000,15000,Petrol,Manual,First Owner
5092,Tata Aria Pride,2013,525000,110000,Diesel,Manual,Second Owner
5093,Toyota Innova 2.5,2014,720000,80000,Diesel,Manual,Second Owner
5094,Renault Duster 110PS,2017,850000,50000,Diesel,Automatic,First Owner
5095,Mahindra Scorpio VLS,2010,490000,110000,Diesel,Automatic,First Owner
5096,Honda Amaze S,2013,325000,100000,Diesel,Manual,First Owner
5097,Hyundai Verna CRDi,2019,1200000,20000,Diesel,Automatic,First Owner
5098,Mahindra Bolero 2011-2019,2012,450000,135000,Diesel,Manual,First Owner
5099,Tata Indigo CS,2014,300000,50700,Diesel,Manual,First Owner
5100,Volkswagen Polo Diesel,2013,365000,70000,Diesel,Manual,Second Owner
5101,Mercedes-Benz New C-Class,2007,500000,120000,Petrol,Automatic,First Owner
5102,Toyota Innova 2.5,2014,900000,112000,Diesel,Manual,Second Owner
5103,Hyundai Grand i10,2018,700000,35000,Diesel,Manual,First Owner
5104,Renault Duster 110PS,2017,880000,50000,Diesel,Manual,First Owner
5105,Toyota Innova 2.5,2014,700000,121000,Diesel,Manual,Third Owner
5106,Mahindra Scorpio 2009-2014,2009,380000,120000,Diesel,Manual,Second Owner
5107,Toyota Corolla H2,2006,150000,90000,Petrol,Manual,Third Owner
5108,Maruti Zen Estilo,2014,235000,70000,CNG,Manual,Second Owner
5109,Renault KWID 1.0,2018,320000,20000,Petrol,Manual,First Owner
5110,Renault Duster 85PS,2015,550000,60000,Diesel,Manual,First Owner
5111,BMW 5 Series,2016,3200000,40000,Diesel,Automatic,First Owner
5112,Toyota Innova 2.5,2013,750000,440000,Diesel,Manual,Second Owner
5113,Mahindra TUV 300,2017,645000,60000,Diesel,Manual,First Owner
5114,Maruti Wagon R,2015,300000,110000,Petrol,Manual,First Owner
5115,Hyundai i20 Active,2016,580000,152000,Diesel,Manual,First Owner
5116,Hyundai i20 1.2,2011,220000,220000,Petrol,Manual,Fourth & Above Owner
5117,Mahindra Bolero 2011-2019,2013,451000,70000,Diesel,Manual,First Owner
5118,Tata Nexon 1.2,2018,850000,50000,Petrol,Manual,First Owner
5119,Maruti Swift Dzire,2011,300000,125000,Diesel,Manual,First Owner
5120,Ford Figo 1.2P,2016,350000,60000,Petrol,Manual,First Owner
5121,Maruti Eeco CNG,2014,300000,90000,CNG,Manual,First Owner
5122,Maruti Eeco CNG,2017,390000,30000,CNG,Manual,First Owner
5123,Toyota Innova 2.5,2016,1200000,90000,Diesel,Manual,First Owner
5124,Volkswagen Ameo 1.2,2017,550000,20000,Petrol,Manual,First Owner
5125,Maruti Swift VDI,2012,300000,110000,Diesel,Manual,Third Owner
5126,Volkswagen Vento Diesel,2012,300000,150000,Diesel,Manual,Second Owner
5127,Hyundai i20 1.4,2012,350000,110000,Diesel,Manual,First Owner
5128,Hyundai Creta 1.6,2015,880000,120000,Diesel,Manual,Second Owner
5129,Hyundai Accent Executive,2010,160000,120000,CNG,Manual,Second Owner
5130,Tata Sumo GX,2012,250000,80000,Diesel,Manual,Fourth & Above Owner
5131,Hyundai i20 Active,2016,660000,110000,Diesel,Manual,First Owner
5132,Tata Zest Revotron,2015,450000,40000,Petrol,Manual,First Owner
5133,Volkswagen Polo GT,2012,400000,110000,Diesel,Manual,Second Owner
5134,Mahindra Scorpio S7,2019,1300000,20000,Diesel,Manual,First Owner
5135,Ford Figo Diesel,2013,229999,230000,Diesel,Manual,First Owner
5136,Chevrolet Beat LT,2010,140000,60000,Petrol,Manual,First Owner
5137,Maruti Zen Estilo,2012,195000,35000,Petrol,Manual,Second Owner
5138,Hyundai i20 Active,2015,500000,45000,Petrol,Manual,First Owner
5139,Tata Nano Cx,2012,60000,45000,Petrol,Manual,First Owner
5140,Tata Zest Revotron,2016,400000,25000,Petrol,Manual,First Owner
5141,Hyundai i20 Magna,2014,400000,10000,Petrol,Manual,First Owner
5142,Maruti Wagon R,2018,380000,19000,Petrol,Manual,First Owner
5143,Maruti Baleno Delta,2019,579000,10000,Petrol,Manual,First Owner
5144,Mahindra KUV 100,2019,400000,25000,Petrol,Manual,First Owner
5145,Hyundai i10 Magna,2012,270000,30000,Petrol,Manual,First Owner
5146,Mahindra Bolero 2011-2019,2014,500000,90000,Diesel,Manual,First Owner
5147,Tata Tiago 1.2,2017,475000,20000,Petrol,Manual,First Owner
5148,Nissan Terrano XL,2018,850000,48000,Diesel,Manual,First Owner
5149,Mahindra Scorpio 2006-2009,2009,475000,120000,Diesel,Manual,First Owner
5150,Maruti Swift Dzire,2012,370000,210000,Diesel,Manual,Second Owner
5151,Hyundai i10 Magna,2010,187000,200400,Petrol,Manual,Second Owner
5152,Hyundai i10 Magna,2008,195000,110000,Petrol,Manual,Second Owner
5153,Tata Safari DICOR,2014,459999,38000,Diesel,Manual,First Owner
5154,Toyota Corolla AE,2004,135000,90000,Petrol,Manual,Second Owner
5155,Maruti Ertiga SHVS,2017,850000,43000,Diesel,Manual,First Owner
5156,Hyundai Santro Asta,2018,500000,25000,Petrol,Manual,First Owner
5157,Maruti Wagon R,2016,385000,26000,Petrol,Manual,Second Owner
5158,Hyundai Verna CRDi,2006,135000,120000,Diesel,Manual,Second Owner
5159,Maruti Alto LXi,2008,120000,70000,Petrol,Manual,Third Owner
5160,Honda Accord VTi-L,2006,200000,60000,Petrol,Manual,Third Owner
5161,Tata New Safari,2007,200000,120000,Diesel,Manual,Second Owner
5162,Maruti Ciaz ZXi,2016,700000,20000,Petrol,Manual,First Owner
5163,Tata Indigo CR4,2013,290000,25000,Diesel,Manual,First Owner
5164,Maruti Swift Dzire,2017,725000,60000,Diesel,Manual,First Owner
5165,Tata Sumo EX,2008,200000,80000,Diesel,Manual,First Owner
5166,Maruti Omni E,2014,155000,80000,Petrol,Manual,First Owner
5167,Honda Amaze S,2019,690000,1303,Petrol,Manual,First Owner
5168,Audi Q5 35TDI,2018,3975000,31800,Diesel,Automatic,First Owner
5169,Lexus ES 300h,2019,5150000,20000,Petrol,Automatic,First Owner
5170,Jaguar XF 2.0,2017,3200000,45000,Diesel,Automatic,First Owner
5171,Jeep Wrangler 2016-2019,2017,4100000,17000,Petrol,Automatic,First Owner
5172,Toyota Camry 2.5,2016,2000000,68089,Petrol,Automatic,First Owner
5173,Honda Jazz VX,2016,550000,56494,Petrol,Manual,First Owner
5174,Toyota Innova 2.5,2013,750000,79328,Diesel,Manual,Second Owner
5175,BMW X4 M,2019,5400000,7500,Diesel,Automatic,First Owner
5176,BMW X4 M,2019,5500000,8500,Diesel,Automatic,First Owner
5177,Honda Amaze V,2019,779000,7032,Petrol,Automatic,First Owner
5178,Volvo V40 D3,2018,2475000,2000,Diesel,Automatic,First Owner
5179,Mercedes-Benz E-Class Exclusive,2019,5200000,17000,Petrol,Automatic,First Owner
5180,Land Rover Discovery,2019,4500000,21000,Diesel,Automatic,First Owner
5181,Mercedes-Benz S-Class S,2017,6000000,37000,Diesel,Automatic,First Owner
5182,BMW 5 Series,2018,4000000,10000,Diesel,Automatic,First Owner
5183,Hyundai Venue SX,2019,1125000,3500,Petrol,Automatic,First Owner
5184,Audi A4 35,2016,1898999,46000,Diesel,Automatic,First Owner
5185,Honda CR-V 2.4L,2017,1650000,52000,Petrol,Automatic,First Owner
5186,Maruti Swift VXI,2011,280000,20000,Petrol,Manual,Second Owner
5187,Tata Tigor 1.2,2019,450000,25000,Petrol,Manual,First Owner
5188,Maruti Esteem LX,2006,135000,70000,Petrol,Manual,Second Owner
5189,Mahindra XUV500 W4,2014,650000,40000,Diesel,Manual,First Owner
5190,Maruti Baleno Delta,2020,650000,7300,Petrol,Manual,First Owner
5191,Maruti Ciaz 1.3,2018,750000,25000,Diesel,Manual,First Owner
5192,Maruti Alto LXi,2010,150000,100000,Petrol,Manual,First Owner
5193,Mahindra KUV 100,2017,500000,35000,Diesel,Manual,First Owner
5194,Toyota Etios GD,2012,311000,100000,Diesel,Manual,First Owner
5195,Hyundai Verna 1.6,2013,425000,80000,Diesel,Manual,Second Owner
5196,Hyundai i10 Magna,2010,260000,60000,Petrol,Manual,First Owner
5197,Volkswagen Polo 1.5,2014,400000,110000,Diesel,Manual,Second Owner
5198,Hyundai i20 2015-2017,2017,575000,70000,Diesel,Manual,Second Owner
5199,Hyundai Santro Xing,2008,175000,40000,Petrol,Manual,First Owner
5200,Maruti SX4 Green,2010,250000,90000,CNG,Manual,Second Owner
5201,Volkswagen Polo GT,2012,400000,95000,Diesel,Manual,First Owner
5202,Mahindra Bolero SLX,2011,350000,200000,Diesel,Manual,Second Owner
5203,Maruti Swift VDI,2015,484999,30000,Diesel,Manual,First Owner
5204,Maruti Swift VDI,2015,484999,30000,Diesel,Manual,First Owner
5205,Volkswagen CrossPolo 1.5,2013,350000,70000,Diesel,Manual,Second Owner
5206,Toyota Fortuner 4x2,2014,1400000,80000,Diesel,Automatic,Second Owner
5207,Maruti Swift Dzire,2012,250000,100000,Diesel,Manual,Third Owner
5208,Maruti Swift Dzire,2017,655000,70000,Diesel,Manual,First Owner
5209,Honda Jazz 1.5,2016,500000,30000,Diesel,Manual,First Owner
5210,Chevrolet Beat LS,2016,300000,15000,Petrol,Manual,First Owner
5211,Ford Figo Aspire,2018,650000,21000,Diesel,Manual,First Owner
5212,Maruti Wagon R,2014,300000,35000,Petrol,Manual,First Owner
5213,Honda Jazz 1.2,2016,475000,25000,Petrol,Manual,First Owner
5214,Tata Tiago 1.2,2017,450000,30000,Petrol,Manual,First Owner
5215,Maruti Swift Dzire,2019,754000,10000,Diesel,Manual,First Owner
5216,Hyundai i10 Sportz,2013,300000,40000,Petrol,Manual,First Owner
5217,Hyundai EON Magna,2014,250000,25000,Petrol,Manual,First Owner
5218,Maruti Swift Dzire,2018,725000,15000,Diesel,Manual,First Owner
5219,Maruti Alto LXi,2008,95000,70000,Petrol,Manual,First Owner
5220,Hyundai Santro Sportz,2018,475000,7800,Petrol,Manual,First Owner
5221,Tata Safari Storme,2014,575000,55000,Diesel,Manual,First Owner
5222,Tata Tiago 1.2,2016,350000,30000,Petrol,Manual,First Owner
5223,Mahindra Bolero 2011-2019,2013,330000,125000,Diesel,Manual,Second Owner
5224,Maruti Swift VXI,2016,482000,50000,Petrol,Manual,First Owner
5225,Ford EcoSport 1.5,2017,625000,40000,Diesel,Manual,Fourth & Above Owner
5226,Tata Tiago 1.2,2017,380000,30000,Petrol,Manual,First Owner
5227,Chevrolet Beat LT,2016,310000,30000,Petrol,Manual,First Owner
5228,Maruti Swift Dzire,2009,280000,35000,Petrol,Manual,First Owner
5229,Renault Duster Petrol,2018,900000,30000,Petrol,Automatic,First Owner
5230,Maruti Wagon R,2010,250000,60000,Petrol,Manual,First Owner
5231,Hyundai Verna 1.6,2017,750000,39000,Petrol,Manual,First Owner
5232,Renault KWID 1.0,2019,420000,15000,Petrol,Manual,First Owner
5233,Honda Amaze S,2019,670000,5000,Petrol,Manual,First Owner
5234,Hyundai i10 Magna,2016,420000,9750,Petrol,Manual,Second Owner
5235,Toyota Innova Crysta,2016,1800000,110000,Diesel,Manual,First Owner
5236,Honda WR-V i-VTEC,2018,900000,35000,Petrol,Manual,First Owner
5237,Mahindra XUV500 W6,2015,1200000,10000,Diesel,Manual,First Owner
5238,Mahindra Scorpio 2.6,2003,195000,157138,Diesel,Manual,Third Owner
5239,Hyundai Verna CRDi,2007,185000,120000,Diesel,Manual,Fourth & Above Owner
5240,Hyundai i10 Magna,2008,185000,110000,Petrol,Manual,Fourth & Above Owner
5241,Mahindra XUV500 W9,2018,1525000,46000,Diesel,Manual,First Owner
5242,Maruti Swift VXI,2006,215000,102000,Petrol,Manual,Third Owner
5243,Maruti Alto 800,2015,210000,50000,Petrol,Manual,Second Owner
5244,Toyota Innova Crysta,2016,1700000,110000,Diesel,Manual,Second Owner
5245,Maruti Omni LPG,1991,55000,120000,LPG,Manual,Second Owner
5246,Toyota Innova 2.5,2009,530000,285000,Diesel,Manual,Third Owner
5247,Honda City i,2015,800000,50000,Petrol,Manual,First Owner
5248,Maruti Swift VDI,2014,570000,70000,Diesel,Manual,Second Owner
5249,Maruti SX4 VDI,2012,350000,120000,Diesel,Manual,Second Owner
5250,Hyundai i20 1.4,2011,350000,93000,Diesel,Manual,Second Owner
5251,Mahindra Bolero Power,2018,750000,50000,Diesel,Manual,First Owner
5252,Maruti Eeco 7,2011,160000,100000,Petrol,Manual,Second Owner
5253,Tata Indigo CS,2010,150000,70000,Diesel,Manual,Third Owner
5254,Maruti Swift VDI,2008,250000,90000,Diesel,Manual,Third Owner
5255,Hyundai Grand i10,2019,562000,5000,Petrol,Manual,First Owner
5256,Hyundai i10 Magna,2012,290000,27000,Petrol,Manual,First Owner
5257,Mahindra XUV500 W6,2014,600000,122000,Diesel,Manual,Second Owner
5258,Hyundai Xcent 1.1,2015,401000,74000,Diesel,Manual,Second Owner
5259,Maruti Swift Dzire,2019,750000,6500,Petrol,Automatic,First Owner
5260,Mahindra Bolero SLX,2007,240000,80000,Diesel,Manual,Second Owner
5261,Maruti Alto K10,2012,229999,50000,Petrol,Manual,First Owner
5262,Mahindra Bolero 2011-2019,2013,500000,50000,Diesel,Manual,First Owner
5263,Maruti Gypsy King,2010,350000,80000,Petrol,Manual,First Owner
5264,Datsun RediGO T,2018,217000,25000,Petrol,Manual,First Owner
5265,Nissan Sunny XL,2018,670000,35000,Diesel,Manual,First Owner
5266,Maruti Alto K10,2011,225000,30000,Petrol,Manual,First Owner
5267,Maruti Vitara Brezza,2020,737000,10000,Petrol,Automatic,First Owner
5268,Maruti Celerio LXI,2014,300000,80000,Petrol,Manual,First Owner
5269,Tata Indigo LX,2008,85000,120000,Diesel,Manual,First Owner
5270,Hyundai Verna Transform,2010,195000,120000,Diesel,Manual,Second Owner
5271,Honda WR-V i-DTEC,2017,675000,127991,Diesel,Manual,First Owner
5272,Mitsubishi Lancer 2.0,1999,150000,198000,Diesel,Manual,Second Owner
5273,Tata Indigo eCS,2010,290000,65000,Petrol,Manual,First Owner
5274,Maruti Esteem Lxi,2002,95000,90000,Petrol,Manual,Third Owner
5275,Maruti Ciaz 1.3,2018,889000,20000,Diesel,Manual,First Owner
5276,Volkswagen Ameo 1.2,2016,400000,60000,Petrol,Manual,First Owner
5277,Renault KWID RXT,2018,390000,13120,Petrol,Manual,First Owner
5278,Jeep Compass 2.0,2017,1550000,87500,Diesel,Manual,First Owner
5279,Hyundai Verna 1.6,2014,600000,125000,Diesel,Manual,First Owner
5280,Hyundai Elite i20,2018,800000,25000,Petrol,Automatic,First Owner
5281,Maruti Ertiga ZDI,2013,600000,120000,Diesel,Manual,Third Owner
5282,Hyundai Verna 1.6,2015,795000,35000,Petrol,Manual,First Owner
5283,Hyundai i20 Asta,2016,735000,25000,Diesel,Manual,First Owner
5284,Skoda Octavia L,2005,250000,120000,Diesel,Manual,Third Owner
5285,Renault KWID AMT,2018,400000,25000,Petrol,Automatic,First Owner
5286,Mahindra Xylo D2,2014,395000,140000,Diesel,Manual,First Owner
5287,Hyundai Accent CRDi,2005,130000,79000,Diesel,Manual,Second Owner
5288,Renault Lodgy 85PS,2015,600000,125000,Diesel,Manual,First Owner
5289,Hyundai i20 Active,2016,720000,80000,Diesel,Manual,First Owner
5290,Honda City S,2011,450000,110000,Petrol,Manual,Third Owner
5291,Hyundai Verna Transform,2010,220000,80000,Diesel,Manual,Second Owner
5292,Hyundai Verna 1.6,2014,545000,100000,Diesel,Manual,Second Owner
5293,Volkswagen Vento Diesel,2011,370000,100000,Diesel,Manual,Second Owner
5294,Mahindra Bolero LX,2010,450000,78000,Diesel,Manual,First Owner
